id,left_file,right_file,feature_file,DRR_class,DRR,C80,RT60,ILD,ITD_ms,room_id,room_x,room_y,room_z,absorption,source_id,source_x,source_y,source_z,listener_id,listener_x,listener_y,listener_z,split
0635,0635_L.wav,0635_R.wav,0635.npy,2,0.6468436621411439,12.010289354844595,0.6586363636363637,0.9137895050135498,-0.36281179138321995,2,9.0,6.0,3.0,0.2,5,3.0,2.0,1.5,9,2.5,2.5,1.5,train
0126,0126_L.wav,0126_R.wav,0126.npy,0,-6.497259779379894,13.626694780964414,0.3763636363636364,-0.03169852980344922,4.195011337868481,2,9.0,6.0,3.0,0.35,3,2.0,1.5,1.5,12,4.0,2.5,1.5,train
0639,0639_L.wav,0639_R.wav,0639.npy,2,4.954070521660072,39.66932867801228,0.17463842975206612,0.7446941132785596,-0.5215419501133787,3,10.0,7.0,3.0,0.8,3,2.0,1.5,1.5,15,2.0,3.2,1.5,train
0220,0220_L.wav,0220_R.wav,0220.npy,0,-12.791859828332882,11.414636575407474,1.0733333333333333,0.17719058991584588,-5.034013605442177,0,6.0,4.0,3.0,0.1,5,3.0,2.0,1.5,14,1.5,3.2,1.5,train
0181,0181_L.wav,0181_R.wav,0181.npy,0,-11.315272408288182,6.797008736315302,1.3172727272727274,0.06793172488565247,2.4716553287981857,2,9.0,6.0,3.0,0.1,3,2.0,1.5,1.5,6,4.5,1.3,1.5,train
0684,0684_L.wav,0684_R.wav,0684.npy,2,7.20689522032988,41.0040745577202,0.17463842975206612,0.9025487274596206,-0.47619047619047616,3,10.0,7.0,3.0,0.8,5,3.0,2.0,1.5,18,3.5,3.2,1.5,train
0680,0680_L.wav,0680_R.wav,0680.npy,2,2.1779644252883403,22.366581638342677,0.26345454545454544,0.4436710575984962,-0.22675736961451248,2,9.0,6.0,3.0,0.5,5,3.0,2.0,1.5,8,2.0,2.5,1.5,train
0246,0246_L.wav,0246_R.wav,0246.npy,0,-10.070418888048525,4.905960315438473,1.397107438016529,0.2321702798134737,0.15873015873015872,3,10.0,7.0,3.0,0.1,4,2.0,2.5,1.5,6,4.5,1.3,1.5,train
0016,0016_L.wav,0016_R.wav,0016.npy,0,-12.72245396370145,10.402825011301712,1.0733333333333333,0.025811618547821137,-3.2199546485260773,0,6.0,4.0,3.0,0.1,1,1.0,2.0,1.5,13,4.5,2.5,1.5,train
0730,0730_L.wav,0730_R.wav,0730.npy,2,3.6806214567825974,41.269071044564086,0.15284810126582277,-0.6080349122707226,0.4988662131519275,1,8.0,5.0,3.0,0.8,2,1.0,3.0,1.5,0,1.5,1.3,1.5,train
0155,0155_L.wav,0155_R.wav,0155.npy,0,-6.626009664603707,14.437038490989451,0.34936708860759497,0.01136332117856428,-0.13605442176870747,1,8.0,5.0,3.0,0.35,1,1.0,2.0,1.5,10,3.0,2.5,1.5,train
0355,0355_L.wav,0355_R.wav,0355.npy,1,0.3031956143383705,29.782846058570158,0.18812074001947418,-0.3435391191888612,0.31746031746031744,1,8.0,5.0,3.0,0.65,4,2.0,2.5,1.5,4,3.5,1.3,1.5,train
0832,0832_L.wav,0832_R.wav,0832.npy,2,3.4090881373794963,50.1409544438306,0.13416666666666666,0.5423853685114843,-0.4988662131519275,0,6.0,4.0,3.0,0.8,3,2.0,1.5,1.5,16,2.5,3.2,1.5,train
0175,0175_L.wav,0175_R.wav,0175.npy,0,-8.481934755412441,17.900637967372614,0.3066666666666667,0.35993303859358333,3.1746031746031744,0,6.0,4.0,3.0,0.35,0,1.0,1.2,1.5,18,3.5,3.2,1.5,train
0584,0584_L.wav,0584_R.wav,0584.npy,2,5.329960127600869,19.20758708327404,0.39917355371900837,-0.8098748749203517,0.18140589569160998,3,10.0,7.0,3.0,0.35,3,2.0,1.5,1.5,2,2.5,1.3,1.5,train
0707,0707_L.wav,0707_R.wav,0707.npy,2,5.915069525387934,39.87442807083651,0.16465909090909092,0.10773885344881164,-0.06802721088435373,2,9.0,6.0,3.0,0.8,2,1.0,3.0,1.5,16,2.5,3.2,1.5,train
0759,0759_L.wav,0759_R.wav,0759.npy,2,0.7675350462012975,21.339398567104237,0.2794214876033058,-0.5614849225459804,0.47619047619047616,3,10.0,7.0,3.0,0.5,4,2.0,2.5,1.5,2,2.5,1.3,1.5,train
0045,0045_L.wav,0045_R.wav,0045.npy,0,-7.382600743777062,12.59399952406778,0.39917355371900837,0.09250211727816386,4.036281179138323,3,10.0,7.0,3.0,0.35,2,1.0,3.0,1.5,18,3.5,3.2,1.5,train
0553,0553_L.wav,0553_R.wav,0553.npy,1,-1.1142139871607402,11.038860668303592,0.6586363636363637,-0.5515803285661406,0.4308390022675737,2,9.0,6.0,3.0,0.2,5,3.0,2.0,1.5,4,3.5,1.3,1.5,train
0699,0699_L.wav,0699_R.wav,0699.npy,2,6.386402662469393,33.34090306472927,0.18812074001947418,1.1560132968561945,-0.4308390022675737,1,8.0,5.0,3.0,0.65,4,2.0,2.5,1.5,14,1.5,3.2,1.5,train
0775,0775_L.wav,0775_R.wav,0775.npy,2,3.527159236361974,38.70735781887628,0.16512820512820514,0.46259316439510256,-0.22675736961451248,0,6.0,4.0,3.0,0.65,1,1.0,2.0,1.5,8,2.0,2.5,1.5,train
0658,0658_L.wav,0658_R.wav,0658.npy,2,6.817506452102701,33.12978580142161,0.20265734265734264,1.1688544429995211,-0.4308390022675737,2,9.0,6.0,3.0,0.65,4,2.0,2.5,1.5,14,1.5,3.2,1.5,train
0428,0428_L.wav,0428_R.wav,0428.npy,1,-3.880487077998087,26.1090435278911,0.21466666666666667,0.1850579556744591,-0.31746031746031744,0,6.0,4.0,3.0,0.5,5,3.0,2.0,1.5,14,1.5,3.2,1.5,train
0766,0766_L.wav,0766_R.wav,0766.npy,2,18.66711498376054,36.6288631596217,0.26345454545454544,-8.263551389476751,0.5215419501133787,2,9.0,6.0,3.0,0.5,3,2.0,1.5,1.5,1,2.0,1.3,1.5,train
0193,0193_L.wav,0193_R.wav,0193.npy,0,-6.971814204889322,11.03126862172326,0.6113924050632911,0.12051913327556948,-0.40816326530612246,1,8.0,5.0,3.0,0.2,5,3.0,2.0,1.5,19,4.0,3.2,1.5,train
0739,0739_L.wav,0739_R.wav,0739.npy,2,2.5310172671087336,11.430317118080204,1.397107438016529,0.05109333504155746,0.0,3,10.0,7.0,3.0,0.1,4,2.0,2.5,1.5,7,1.5,2.5,1.5,train
0764,0764_L.wav,0764_R.wav,0764.npy,2,3.3252548715265458,33.426639295535196,0.18812074001947418,0.7376529292803234,-0.47619047619047616,1,8.0,5.0,3.0,0.65,5,3.0,2.0,1.5,18,3.5,3.2,1.5,train
0476,0476_L.wav,0476_R.wav,0476.npy,1,-0.6196954400416692,39.007221164941434,0.15284810126582277,-0.12645020359196868,0.22675736961451248,1,8.0,5.0,3.0,0.8,2,1.0,3.0,1.5,6,4.5,1.3,1.5,train
0115,0115_L.wav,0115_R.wav,0115.npy,0,-7.356924132133846,7.30168194939753,1.3172727272727274,0.2998262748730185,0.47619047619047616,2,9.0,6.0,3.0,0.1,4,2.0,2.5,1.5,0,1.5,1.3,1.5,train
0593,0593_L.wav,0593_R.wav,0593.npy,2,28.67479439056605,66.0889148672267,0.13416666666666666,-0.00012642178245880862,0.0,0,6.0,4.0,3.0,0.8,4,2.0,2.5,1.5,8,2.0,2.5,1.5,train
0655,0655_L.wav,0655_R.wav,0655.npy,2,1.2063042906791517,38.174631627726626,0.16465909090909092,0.26537559021514123,-0.36281179138321995,2,9.0,6.0,3.0,0.8,0,1.0,1.2,1.5,17,3.0,3.2,1.5,train
0800,0800_L.wav,0800_R.wav,0800.npy,2,3.575170190798876,39.6567045663712,0.15284810126582277,0.4193426135172448,-0.31746031746031744,1,8.0,5.0,3.0,0.8,1,1.0,2.0,1.5,16,2.5,3.2,1.5,train
0725,0725_L.wav,0725_R.wav,0725.npy,2,10.538069419631945,36.4736711498607,0.20265734265734264,-0.973956266089455,0.18140589569160998,2,9.0,6.0,3.0,0.65,3,2.0,1.5,1.5,2,2.5,1.3,1.5,train
0426,0426_L.wav,0426_R.wav,0426.npy,1,-3.2248059552663513,21.71363486483637,0.24455696202531646,-0.114107932036933,-0.45351473922902497,1,8.0,5.0,3.0,0.5,3,2.0,1.5,1.5,17,3.0,3.2,1.5,train
0240,0240_L.wav,0240_R.wav,0240.npy,0,-10.405990877754645,8.123405971540492,1.2227848101265821,-0.09539702068158142,-0.4988662131519275,1,8.0,5.0,3.0,0.1,3,2.0,1.5,1.5,16,2.5,3.2,1.5,train
0521,0521_L.wav,0521_R.wav,0521.npy,1,-3.4958830294768966,15.213370977556389,0.5366666666666666,0.3111369797080421,-0.4308390022675737,0,6.0,4.0,3.0,0.2,4,2.0,2.5,1.5,16,2.5,3.2,1.5,train
0829,0829_L.wav,0829_R.wav,0829.npy,2,3.323134400456515,36.83946611910695,0.17463842975206612,0.24869082146542704,-0.15873015873015872,3,10.0,7.0,3.0,0.8,4,2.0,2.5,1.5,19,4.0,3.2,1.5,train
0247,0247_L.wav,0247_R.wav,0247.npy,0,-6.059926394086819,19.309406386632592,0.3066666666666667,-0.09421503593300481,-0.022675736961451247,0,6.0,4.0,3.0,0.35,0,1.0,1.2,1.5,2,2.5,1.3,1.5,train
0517,0517_L.wav,0517_R.wav,0517.npy,1,-0.703086192007517,29.701548671824707,0.18812074001947418,0.18818408413803572,-0.15873015873015872,1,8.0,5.0,3.0,0.65,4,2.0,2.5,1.5,19,4.0,3.2,1.5,train
0172,0172_L.wav,0172_R.wav,0172.npy,0,-7.5244989336267185,9.901813713870336,0.6586363636363637,-0.051312541268446095,-0.40816326530612246,2,9.0,6.0,3.0,0.2,0,1.0,1.2,1.5,8,2.0,2.5,1.5,train
0644,0644_L.wav,0644_R.wav,0644.npy,2,2.417787056230199,39.79098494851466,0.16465909090909092,0.46878268102355913,-0.47619047619047616,2,9.0,6.0,3.0,0.8,0,1.0,1.2,1.5,15,2.0,3.2,1.5,train
0140,0140_L.wav,0140_R.wav,0140.npy,0,-7.4758239948248555,8.322355451950205,1.2227848101265821,0.1836562465573583,-0.29478458049886624,1,8.0,5.0,3.0,0.1,4,2.0,2.5,1.5,17,3.0,3.2,1.5,train
0825,0825_L.wav,0825_R.wav,0825.npy,2,5.027750202482071,19.910144084727733,0.3763636363636364,-0.788885360064898,0.18140589569160998,2,9.0,6.0,3.0,0.35,3,2.0,1.5,1.5,0,1.5,1.3,1.5,train
0399,0399_L.wav,0399_R.wav,0399.npy,1,-1.374039896915854,14.599686520506776,0.39917355371900837,0.5329588384172264,-0.47619047619047616,3,10.0,7.0,3.0,0.35,5,3.0,2.0,1.5,16,2.5,3.2,1.5,train
0217,0217_L.wav,0217_R.wav,0217.npy,0,-9.759502889220972,5.3810944326084105,1.397107438016529,0.26876491744044445,-0.11337868480725624,3,10.0,7.0,3.0,0.1,4,2.0,2.5,1.5,19,4.0,3.2,1.5,train
0195,0195_L.wav,0195_R.wav,0195.npy,0,-11.54674079173599,7.246850875033859,1.3172727272727274,0.10366862328667481,-0.4988662131519275,2,9.0,6.0,3.0,0.1,0,1.0,1.2,1.5,14,1.5,3.2,1.5,train
0033,0033_L.wav,0033_R.wav,0033.npy,0,-9.919860031108632,14.000154503636285,0.5366666666666666,0.2752208499938497,-0.4988662131519275,0,6.0,4.0,3.0,0.2,3,2.0,1.5,1.5,14,1.5,3.2,1.5,train
0092,0092_L.wav,0092_R.wav,0092.npy,0,-5.881636461345595,20.620172914184085,0.24455696202531646,0.047182982747591196,4.081632653061225,1,8.0,5.0,3.0,0.5,0,1.0,1.2,1.5,4,3.5,1.3,1.5,train
0642,0642_L.wav,0642_R.wav,0642.npy,2,23.865247281149227,42.98228799477893,0.26345454545454544,0.00019162583409799256,0.0,2,9.0,6.0,3.0,0.5,4,2.0,2.5,1.5,8,2.0,2.5,1.5,train
0206,0206_L.wav,0206_R.wav,0206.npy,0,-7.153478431867103,13.369752723853692,0.34936708860759497,-0.08305010940810312,0.09070294784580499,1,8.0,5.0,3.0,0.35,1,1.0,2.0,1.5,5,4.0,1.3,1.5,train
0272,0272_L.wav,0272_R.wav,0272.npy,0,-8.883468828092054,13.939059662539828,0.5366666666666666,0.11054316368871837,5.442176870748299,0,6.0,4.0,3.0,0.2,3,2.0,1.5,1.5,4,3.5,1.3,1.5,train
